(randomSeed=1597108971610, Tue Aug 11 11:22:51 AEST 2020)
iteration, evaluations, sigma, void, fitness_of_recent_best, x_of_recent_best(1...dimension) 
1,8,0.16994762249959627, 0, 0.2994920611381531,(0.38683015953754096;0.5880594044595656;0.48828721032826716;0.4419753069480787;0.36396857525542803)
2,16,0.17292486068153842, 0, 0.29966211318969727,(0.21458420429752095;0.34645608934422145;0.6078298597019985;0.5134319690991275;0.15129435363745847)
3,24,0.17811706822107914, 0, 0.29826819896698,(0.22357547584354304;0.23757152218529543;0.6453881827053781;0.5685641749692034;0.3212491997678408)
4,32,0.16396730711965085, 0, 0.2990918755531311,(0.37572785654700813;0.19075745278904482;0.5668989153387987;0.5767350903807518;0.511648175563729)
5,40,0.17096143500998737, 0, 0.2994062900543213,(0.42515916945296867;0.19198902802379575;0.6094752442884426;0.8626872742623329;0.4110180153841946)
6,48,0.16981516782147768, 0, 0.2955769896507263,(0.602705643648298;0.2617708917725117;0.6863780648546292;0.8146563535180369;0.7258312813045102)
7,56,0.19620465147778354, 0, 0.07771819829940796,(0.708301816561345;0.4085876432592602;0.7622531125247396;0.7385812738741444;0.8363639279131991)
8,64,0.1989086372449241, 0, 0.029600024223327637,(0.6632202203016061;0.49327139557887256;0.9737970793442823;0.7678448753406859;0.7352598432268906)
9,72,0.1931660369509348, 0, 0.17894184589385986,(0.5839037248596104;0.46577118033236753;0.9727178641365444;0.6314264785683672;0.7986024575526293)
10,80,0.17658635093109912, 0, 0.026744961738586426,(0.6414192523347574;0.011125965790540426;0.9464890767614226;0.7737401573559313;0.6084739700014411)
11,88,0.16189939035294737, 0, 0.0019090771675109863,(0.6018981728226196;0.29801225523126224;0.9925044212394409;0.7345873086549597;0.5935771010711521)
12,96,0.15976165434350273, 0, 0.005947589874267578,(0.7420000901575422;0.4909038205818854;0.780115561969964;0.60298941474406;0.7158230354330771)
13,104,0.14479171709712393, 0, 0.016119718551635742,(0.4962098830138612;0.2632653135267786;0.9465188251492473;0.7494117136041936;0.5057406602874182)
14,112,0.13797531443342193, 0, 3.253817558288574E-4,(0.7246976439487648;0.4476705260017594;0.9671615469353271;0.6155596958236278;0.5637678650050869)
15,120,0.13332399583860186, 0, 0.010343372821807861,(0.6998502008142748;0.5458472666069004;0.9564656547229219;0.6695087596644415;0.4873495240079988)
16,128,0.11681080038072872, 0, 0.011682987213134766,(0.5387004948128266;0.5379770031036691;0.8432871308637154;0.7582568055316081;0.3552206172877983)
17,136,0.11183382937873358, 0, 0.014019548892974854,(0.6184538118094149;0.4991242449555513;0.8560278279922466;0.7569336193698502;0.33382496468619666)
18,144,0.1192442205124519, 0, 0.008947551250457764,(0.528295267606235;0.6151181172392749;0.8734337598296974;0.8180115120085912;0.2019288839901363)
19,152,0.09819396572921053, 0, 0.023791253566741943,(0.6116295396903585;0.616003779380023;0.8439334823035997;0.7620866462828649;0.41063407507853256)
20,160,0.09250400876823169, 0, 0.0020092129707336426,(0.5780897625488804;0.5338283543859378;0.7635939687868402;0.7969200822306459;0.16404317686483194)
21,168,0.09119511366071537, 0, 0.04958254098892212,(0.49106761538450355;0.6742925844436011;0.7877711108048223;0.6907018336851652;0.20648623034946112)
22,176,0.10380599280833844, 0, 0.010671555995941162,(0.5357751080477938;0.7869968089621601;0.8533093533019307;0.7725169818745586;0.1847970747885258)
23,184,0.11303863302650889, 0, 0.020087718963623047,(0.5702918619869554;0.6061147721873528;0.8918922526479337;0.8080316903006426;0.12350115020471425)
24,192,0.1142767903794973, 0, 0.001846611499786377,(0.5579468202690439;0.7188816204030966;0.805932823659603;0.6743072600399056;0.46749938946541925)
25,200,0.1029485150858177, 0, 0.03167593479156494,(0.7118284620894884;0.8193094875713328;0.8985263390765019;0.6987134299546174;0.33491536224314794)
26,208,0.09166912829450129, 0, 0.008400201797485352,(0.5640787996436409;0.651926247617659;0.8487221104335649;0.7766606387259178;0.18865671620594665)
27,216,0.08088296084838553, 0, 0.017363905906677246,(0.5882333414308696;0.7613595367290632;0.7859993664904802;0.7257040124377249;0.33139143005389926)
28,224,0.06620155623605238, 0, 0.0035387277603149414,(0.6487982810034548;0.7887308908978441;0.8599740669215418;0.722617584350057;0.2992705542751331)
29,232,0.051841971503164413, 0, 9.038448333740234E-4,(0.6085825872903159;0.6549723042305043;0.8504786853640446;0.7407267446076723;0.27463236438720295)
30,240,0.05175048960292098, 0, 0.00864875316619873,(0.6341098006933851;0.7045604335106337;0.8670407654078756;0.6995233180095882;0.42890511476879384)
31,248,0.043774985088609185, 0, 0.008544743061065674,(0.6307252008349731;0.7879514813688517;0.8828608476769747;0.7117908469015685;0.34097357640984355)
32,256,0.043454295461855835, 0, 0.006588280200958252,(0.6482961496747155;0.7936345685861571;0.8726558524543266;0.701427002765606;0.2513890222040314)
33,264,0.04516103522976575, 0, 0.006304740905761719,(0.6017049610990489;0.7639360771508538;0.860042105123232;0.7072276346057426;0.2510635140909844)
34,272,0.060066731534703766, 0, 0.0012999773025512695,(0.6498692453343646;0.8649328573022486;0.8210441456577945;0.7013345899268583;0.18331805080677926)
35,280,0.06730098361511827, 0, 6.414651870727539E-4,(0.5905981427363549;0.8274440923484169;0.834678990651896;0.7141265561849443;0.02956826586675876)
36,288,0.06607886100723638, 0, 0.008008480072021484,(0.6490558964845515;0.6810210324160625;0.846574974730851;0.6812401164838827;0.26161919914593224)
37,296,0.06024179754586118, 0, 0.0023639798164367676,(0.6384621017615536;0.6733187726564308;0.823834466889781;0.7053235435207853;0.2540534173860756)
38,304,0.05906551315266759, 0, 0.006354033946990967,(0.5965107351694651;0.7043497613004067;0.8111297820884716;0.7237622888810379;0.21598181838596317)
39,312,0.05752439312080668, 0, 0.005930125713348389,(0.6291037006949204;0.6453583530216402;0.8365255778093003;0.6992789011910896;0.23781115873710865)
40,320,0.05459128888802029, 0, 0.015460371971130371,(0.6402652838857684;0.8223537620700071;0.8211824158299347;0.7134650399051489;0.2285120261972308)
